An NVIDIA GPU may be present on this machine, but a CUDA-enabled jaxlib is not installed. Falling back to cpu.
2026-08-03 18:13:00,734 INFO loading MNIST from data_home=/home/shaw/milady/alberta/outputs/step2_published_mnist_openml_cache
2026-08-03 18:13:08,695 INFO running disc_r1_pscale seed=0 for 60 tasks x 5000 steps (noise_mode=step)
2026-08-03 18:13:30,719 INFO disc_r1_pscale seed=0 task 10/60 online_acc=0.8278 elapsed=19.4s
2026-08-03 18:13:48,547 INFO disc_r1_pscale seed=0 task 20/60 online_acc=0.8160 elapsed=37.2s
2026-08-03 18:14:05,653 INFO disc_r1_pscale seed=0 task 30/60 online_acc=0.8084 elapsed=54.3s
2026-08-03 18:14:21,772 INFO disc_r1_pscale seed=0 task 40/60 online_acc=0.8104 elapsed=70.4s
2026-08-03 18:14:37,947 INFO disc_r1_pscale seed=0 task 50/60 online_acc=0.8268 elapsed=86.6s
2026-08-03 18:14:50,484 INFO disc_r1_pscale seed=0 task 60/60 online_acc=0.7932 elapsed=99.1s
2026-08-03 18:14:50,547 INFO disc_r1_pscale seed=0 done: avg online acc 0.8137 (wall 99.1s) -> outputs/ipmnist_screening/shards/disc_r1_pscale_seed0.json
