An NVIDIA GPU may be present on this machine, but a CUDA-enabled jaxlib is not installed. Falling back to cpu.
2026-08-03 18:13:00,131 INFO loading MNIST from data_home=/home/shaw/milady/alberta/outputs/step2_published_mnist_openml_cache
2026-08-03 18:13:03,058 INFO running disc_r1_pscale_norms seed=2 for 60 tasks x 5000 steps (noise_mode=step)
2026-08-03 18:13:22,299 INFO disc_r1_pscale_norms seed=2 task 10/60 online_acc=0.8568 elapsed=17.1s
2026-08-03 18:13:38,495 INFO disc_r1_pscale_norms seed=2 task 20/60 online_acc=0.8614 elapsed=33.3s
2026-08-03 18:13:54,548 INFO disc_r1_pscale_norms seed=2 task 30/60 online_acc=0.8662 elapsed=49.3s
2026-08-03 18:14:09,715 INFO disc_r1_pscale_norms seed=2 task 40/60 online_acc=0.8708 elapsed=64.5s
2026-08-03 18:14:24,405 INFO disc_r1_pscale_norms seed=2 task 50/60 online_acc=0.8722 elapsed=79.2s
2026-08-03 18:14:39,170 INFO disc_r1_pscale_norms seed=2 task 60/60 online_acc=0.8704 elapsed=93.9s
2026-08-03 18:14:39,220 INFO disc_r1_pscale_norms seed=2 done: avg online acc 0.8649 (wall 93.9s) -> outputs/ipmnist_screening/shards/disc_r1_pscale_norms_seed2.json
