WARNING:jax._src.xla_bridge:An NVIDIA GPU may be present on this machine, but a CUDA-enabled jaxlib is not installed. Falling back to cpu.
2026-08-02 09:21:04,531 INFO shard learner=upgd_ema_norm seed=102 tasks=400 task_length=2500
2026-08-02 09:33:46,322 INFO upgd_ema_norm task 20/400 online_acc=0.5760 elapsed=755.9s
2026-08-02 09:44:56,819 INFO upgd_ema_norm task 40/400 online_acc=0.6152 elapsed=1426.4s
2026-08-02 09:51:40,574 INFO upgd_ema_norm task 60/400 online_acc=0.6672 elapsed=1830.2s
2026-08-02 09:57:04,621 INFO upgd_ema_norm task 80/400 online_acc=0.7000 elapsed=2154.2s
2026-08-02 10:02:55,585 INFO upgd_ema_norm task 100/400 online_acc=0.6728 elapsed=2505.2s
2026-08-02 10:09:58,645 INFO upgd_ema_norm task 120/400 online_acc=0.7352 elapsed=2928.2s
2026-08-02 10:17:59,868 INFO upgd_ema_norm task 140/400 online_acc=0.7192 elapsed=3409.5s
2026-08-02 10:24:55,915 INFO upgd_ema_norm task 160/400 online_acc=0.7424 elapsed=3825.5s
2026-08-02 10:31:38,117 INFO upgd_ema_norm task 180/400 online_acc=0.7512 elapsed=4227.7s
2026-08-02 10:38:28,707 INFO upgd_ema_norm task 200/400 online_acc=0.7540 elapsed=4638.3s
2026-08-02 10:49:58,041 INFO upgd_ema_norm task 220/400 online_acc=0.7552 elapsed=5327.6s
2026-08-02 11:00:00,489 INFO upgd_ema_norm task 240/400 online_acc=0.7552 elapsed=5930.1s
2026-08-02 11:08:06,313 INFO upgd_ema_norm task 260/400 online_acc=0.7580 elapsed=6415.9s
2026-08-02 11:16:34,274 INFO upgd_ema_norm task 280/400 online_acc=0.7428 elapsed=6923.9s
2026-08-02 11:25:57,324 INFO upgd_ema_norm task 300/400 online_acc=0.7548 elapsed=7486.9s
2026-08-02 11:34:28,087 INFO upgd_ema_norm task 320/400 online_acc=0.7612 elapsed=7997.7s
2026-08-02 11:41:50,152 INFO upgd_ema_norm task 340/400 online_acc=0.7596 elapsed=8439.7s
2026-08-02 11:48:47,080 INFO upgd_ema_norm task 360/400 online_acc=0.7652 elapsed=8856.7s
2026-08-02 11:55:50,898 INFO upgd_ema_norm task 380/400 online_acc=0.7560 elapsed=9280.5s
2026-08-02 12:03:09,400 INFO upgd_ema_norm task 400/400 online_acc=0.7676 elapsed=9719.0s
2026-08-02 12:03:10,921 INFO wrote shard outputs/upgd_label_emnist/partials_v2/upgd_ema_norm_seed102.json (avg online acc 0.7170, wall 9719.1s)
