WARNING:jax._src.xla_bridge:An NVIDIA GPU may be present on this machine, but a CUDA-enabled jaxlib is not installed. Falling back to cpu.
2026-08-02 09:21:04,494 INFO shard learner=upgd_ema_norm_sigma0 seed=101 tasks=400 task_length=2500
2026-08-02 09:39:21,722 INFO upgd_ema_norm_sigma0 task 20/400 online_acc=0.5696 elapsed=1092.9s
2026-08-02 09:50:46,862 INFO upgd_ema_norm_sigma0 task 40/400 online_acc=0.6268 elapsed=1778.0s
2026-08-02 09:57:48,423 INFO upgd_ema_norm_sigma0 task 60/400 online_acc=0.6692 elapsed=2199.6s
2026-08-02 10:04:13,900 INFO upgd_ema_norm_sigma0 task 80/400 online_acc=0.7004 elapsed=2585.1s
2026-08-02 10:14:49,522 INFO upgd_ema_norm_sigma0 task 100/400 online_acc=0.7040 elapsed=3220.7s
2026-08-02 10:24:41,978 INFO upgd_ema_norm_sigma0 task 120/400 online_acc=0.7108 elapsed=3813.2s
2026-08-02 10:31:04,510 INFO upgd_ema_norm_sigma0 task 140/400 online_acc=0.7172 elapsed=4195.7s
2026-08-02 10:38:49,705 INFO upgd_ema_norm_sigma0 task 160/400 online_acc=0.7368 elapsed=4660.9s
2026-08-02 10:56:25,423 INFO upgd_ema_norm_sigma0 task 180/400 online_acc=0.7216 elapsed=5716.6s
2026-08-02 11:10:01,423 INFO upgd_ema_norm_sigma0 task 200/400 online_acc=0.7356 elapsed=6532.6s
2026-08-02 11:22:05,621 INFO upgd_ema_norm_sigma0 task 220/400 online_acc=0.7360 elapsed=7256.8s
2026-08-02 11:35:30,638 INFO upgd_ema_norm_sigma0 task 240/400 online_acc=0.7692 elapsed=8061.8s
2026-08-02 11:47:20,902 INFO upgd_ema_norm_sigma0 task 260/400 online_acc=0.7408 elapsed=8772.1s
2026-08-02 11:59:07,718 INFO upgd_ema_norm_sigma0 task 280/400 online_acc=0.7652 elapsed=9478.9s
2026-08-02 12:13:37,782 INFO upgd_ema_norm_sigma0 task 300/400 online_acc=0.7572 elapsed=10349.0s
2026-08-02 12:23:57,918 INFO upgd_ema_norm_sigma0 task 320/400 online_acc=0.7496 elapsed=10969.1s
2026-08-02 12:34:01,167 INFO upgd_ema_norm_sigma0 task 340/400 online_acc=0.7700 elapsed=11572.3s
2026-08-02 12:44:38,280 INFO upgd_ema_norm_sigma0 task 360/400 online_acc=0.7652 elapsed=12209.5s
2026-08-02 12:53:06,866 INFO upgd_ema_norm_sigma0 task 380/400 online_acc=0.7696 elapsed=12718.0s
2026-08-02 13:01:43,012 INFO upgd_ema_norm_sigma0 task 400/400 online_acc=0.7700 elapsed=13234.2s
2026-08-02 13:01:44,457 INFO wrote shard outputs/upgd_label_emnist/partials_v2/upgd_ema_norm_sigma0_seed101.json (avg online acc 0.7160, wall 13234.3s)
