WARNING:jax._src.xla_bridge:An NVIDIA GPU may be present on this machine, but a CUDA-enabled jaxlib is not installed. Falling back to cpu.
2026-08-02 03:08:37,462 INFO loading MNIST from data_home=/home/shaw/milady/alberta/outputs/step2_published_mnist_openml_cache
2026-08-02 03:08:44,742 INFO running adamw_cbp_r3e4 seed=0 for 200 tasks x 5000 steps (noise_mode=step)
2026-08-02 03:16:54,405 INFO adamw_cbp_r3e4 seed=0 task 20/200 online_acc=0.7920 elapsed=476.4s
2026-08-02 03:24:04,393 INFO adamw_cbp_r3e4 seed=0 task 40/200 online_acc=0.8022 elapsed=906.4s
2026-08-02 03:31:19,518 INFO adamw_cbp_r3e4 seed=0 task 60/200 online_acc=0.8176 elapsed=1341.5s
2026-08-02 03:38:42,519 INFO adamw_cbp_r3e4 seed=0 task 80/200 online_acc=0.8094 elapsed=1784.5s
2026-08-02 03:46:23,702 INFO adamw_cbp_r3e4 seed=0 task 100/200 online_acc=0.8102 elapsed=2245.7s
2026-08-02 03:50:26,187 INFO adamw_cbp_r3e4 seed=0 task 120/200 online_acc=0.8016 elapsed=2488.2s
2026-08-02 03:54:33,600 INFO adamw_cbp_r3e4 seed=0 task 140/200 online_acc=0.8084 elapsed=2735.6s
2026-08-02 03:58:23,167 INFO adamw_cbp_r3e4 seed=0 task 160/200 online_acc=0.8050 elapsed=2965.1s
2026-08-02 04:02:05,446 INFO adamw_cbp_r3e4 seed=0 task 180/200 online_acc=0.7922 elapsed=3187.4s
2026-08-02 04:05:35,755 INFO adamw_cbp_r3e4 seed=0 task 200/200 online_acc=0.8052 elapsed=3397.7s
2026-08-02 04:05:36,398 INFO adamw_cbp_r3e4 seed=0 done: avg online acc 0.8008 (wall 3397.8s) -> outputs/ipmnist_screening/confirm_full/adamw_cbp_r3e4_seed0.json
