WARNING:jax._src.xla_bridge:An NVIDIA GPU may be present on this machine, but a CUDA-enabled jaxlib is not installed. Falling back to cpu.
2026-08-01 17:24:35,398 INFO loading MNIST from data_home=/home/shaw/milady/alberta/outputs/step2_published_mnist_openml_cache
2026-08-01 17:24:41,506 INFO running upgd_w_wd0005 seed=8 for 200 tasks x 5000 steps (noise_mode=pool)
2026-08-01 17:26:34,982 INFO upgd_w_wd0005 seed=8 task 20/200 online_acc=0.7886 elapsed=109.1s
2026-08-01 17:28:17,867 INFO upgd_w_wd0005 seed=8 task 40/200 online_acc=0.7912 elapsed=212.0s
2026-08-01 17:30:01,516 INFO upgd_w_wd0005 seed=8 task 60/200 online_acc=0.7924 elapsed=315.6s
2026-08-01 17:31:48,722 INFO upgd_w_wd0005 seed=8 task 80/200 online_acc=0.7818 elapsed=422.8s
2026-08-01 17:33:35,769 INFO upgd_w_wd0005 seed=8 task 100/200 online_acc=0.7826 elapsed=529.9s
2026-08-01 17:35:13,583 INFO upgd_w_wd0005 seed=8 task 120/200 online_acc=0.7712 elapsed=627.7s
2026-08-01 17:36:51,296 INFO upgd_w_wd0005 seed=8 task 140/200 online_acc=0.7796 elapsed=725.4s
2026-08-01 17:38:32,829 INFO upgd_w_wd0005 seed=8 task 160/200 online_acc=0.7878 elapsed=826.9s
2026-08-01 17:40:15,376 INFO upgd_w_wd0005 seed=8 task 180/200 online_acc=0.7816 elapsed=929.5s
2026-08-01 17:41:50,498 INFO upgd_w_wd0005 seed=8 task 200/200 online_acc=0.7950 elapsed=1024.6s
2026-08-01 17:41:51,173 INFO upgd_w_wd0005 seed=8 done: avg online acc 0.7848 (wall 1024.6s) -> outputs/ipmnist_screening/confirm_full/upgd_w_wd0005_seed8.json
