WARNING:jax._src.xla_bridge:An NVIDIA GPU may be present on this machine, but a CUDA-enabled jaxlib is not installed. Falling back to cpu.
2026-07-31 13:41:02,238 INFO loading MNIST from data_home=/home/shaw/milady/alberta/outputs/step2_published_mnist_openml_cache
2026-07-31 13:41:27,144 INFO running upgd_w_control seed=0 for 200 tasks x 5000 steps (noise_mode=pool)
2026-07-31 14:15:13,976 INFO upgd_w_control seed=0 task 20/200 online_acc=0.7800 elapsed=1992.2s
2026-07-31 14:50:04,671 INFO upgd_w_control seed=0 task 40/200 online_acc=0.7810 elapsed=4082.9s
2026-07-31 15:24:42,005 INFO upgd_w_control seed=0 task 60/200 online_acc=0.7840 elapsed=6160.2s
2026-07-31 15:54:45,143 INFO upgd_w_control seed=0 task 80/200 online_acc=0.7850 elapsed=7963.4s
2026-07-31 16:23:50,801 INFO upgd_w_control seed=0 task 100/200 online_acc=0.7852 elapsed=9709.0s
2026-07-31 16:49:43,543 INFO upgd_w_control seed=0 task 120/200 online_acc=0.7830 elapsed=11261.7s
2026-07-31 17:14:52,987 INFO upgd_w_control seed=0 task 140/200 online_acc=0.7774 elapsed=12771.2s
2026-07-31 17:38:45,262 INFO upgd_w_control seed=0 task 160/200 online_acc=0.7712 elapsed=14203.5s
2026-07-31 18:02:38,712 INFO upgd_w_control seed=0 task 180/200 online_acc=0.7742 elapsed=15637.0s
2026-07-31 18:24:58,510 INFO upgd_w_control seed=0 task 200/200 online_acc=0.7870 elapsed=16976.8s
2026-07-31 18:25:04,287 INFO upgd_w_control seed=0 done: avg online acc 0.7786 (wall 16976.8s) -> outputs/ipmnist_screening/confirm_full/upgd_w_control_seed0.json
