WARNING:jax._src.xla_bridge:An NVIDIA GPU may be present on this machine, but a CUDA-enabled jaxlib is not installed. Falling back to cpu.
2026-08-01 17:24:36,231 INFO loading MNIST from data_home=/home/shaw/milady/alberta/outputs/step2_published_mnist_openml_cache
2026-08-01 17:24:42,964 INFO running upgd_w_wd0005 seed=9 for 200 tasks x 5000 steps (noise_mode=pool)
2026-08-01 17:26:34,960 INFO upgd_w_wd0005 seed=9 task 20/200 online_acc=0.7832 elapsed=107.4s
2026-08-01 17:28:16,716 INFO upgd_w_wd0005 seed=9 task 40/200 online_acc=0.7814 elapsed=209.2s
2026-08-01 17:29:58,876 INFO upgd_w_wd0005 seed=9 task 60/200 online_acc=0.7882 elapsed=311.4s
2026-08-01 17:31:46,154 INFO upgd_w_wd0005 seed=9 task 80/200 online_acc=0.7790 elapsed=418.6s
2026-08-01 17:33:33,030 INFO upgd_w_wd0005 seed=9 task 100/200 online_acc=0.7940 elapsed=525.5s
2026-08-01 17:35:11,232 INFO upgd_w_wd0005 seed=9 task 120/200 online_acc=0.7788 elapsed=623.7s
2026-08-01 17:36:47,972 INFO upgd_w_wd0005 seed=9 task 140/200 online_acc=0.7900 elapsed=720.4s
2026-08-01 17:38:29,313 INFO upgd_w_wd0005 seed=9 task 160/200 online_acc=0.7764 elapsed=821.8s
2026-08-01 17:40:11,623 INFO upgd_w_wd0005 seed=9 task 180/200 online_acc=0.7862 elapsed=924.1s
2026-08-01 17:41:46,780 INFO upgd_w_wd0005 seed=9 task 200/200 online_acc=0.7942 elapsed=1019.3s
2026-08-01 17:41:47,360 INFO upgd_w_wd0005 seed=9 done: avg online acc 0.7850 (wall 1019.3s) -> outputs/ipmnist_screening/confirm_full/upgd_w_wd0005_seed9.json
