WARNING:jax._src.xla_bridge:An NVIDIA GPU may be present on this machine, but a CUDA-enabled jaxlib is not installed. Falling back to cpu.
2026-08-02 05:00:10,554 INFO loading MNIST from data_home=/home/shaw/milady/alberta/outputs/step2_published_mnist_openml_cache
2026-08-02 05:00:14,264 INFO running adamw_cbp_r3e5 seed=1 for 200 tasks x 5000 steps (noise_mode=step)
2026-08-02 05:02:59,608 INFO adamw_cbp_r3e5 seed=1 task 20/200 online_acc=0.8110 elapsed=157.9s
2026-08-02 05:05:35,479 INFO adamw_cbp_r3e5 seed=1 task 40/200 online_acc=0.7886 elapsed=313.8s
2026-08-02 05:08:13,402 INFO adamw_cbp_r3e5 seed=1 task 60/200 online_acc=0.7948 elapsed=471.7s
2026-08-02 05:10:48,545 INFO adamw_cbp_r3e5 seed=1 task 80/200 online_acc=0.7940 elapsed=626.8s
2026-08-02 05:13:24,202 INFO adamw_cbp_r3e5 seed=1 task 100/200 online_acc=0.7878 elapsed=782.5s
2026-08-02 05:16:02,800 INFO adamw_cbp_r3e5 seed=1 task 120/200 online_acc=0.7932 elapsed=941.1s
2026-08-02 05:18:29,066 INFO adamw_cbp_r3e5 seed=1 task 140/200 online_acc=0.7924 elapsed=1087.3s
2026-08-02 05:20:49,216 INFO adamw_cbp_r3e5 seed=1 task 160/200 online_acc=0.7816 elapsed=1227.5s
2026-08-02 05:23:09,593 INFO adamw_cbp_r3e5 seed=1 task 180/200 online_acc=0.7934 elapsed=1367.9s
2026-08-02 05:25:30,368 INFO adamw_cbp_r3e5 seed=1 task 200/200 online_acc=0.7902 elapsed=1508.6s
2026-08-02 05:25:30,414 INFO adamw_cbp_r3e5 seed=1 done: avg online acc 0.7926 (wall 1508.6s) -> outputs/ipmnist_screening/confirm_full/adamw_cbp_r3e5_seed1.json
