WARNING:jax._src.xla_bridge:An NVIDIA GPU may be present on this machine, but a CUDA-enabled jaxlib is not installed. Falling back to cpu.
2026-08-02 04:33:12,169 INFO loading MNIST from data_home=/home/shaw/milady/alberta/outputs/step2_published_mnist_openml_cache
2026-08-02 04:33:15,762 INFO running adamw_cbp_m200 seed=2 for 200 tasks x 5000 steps (noise_mode=step)
2026-08-02 04:36:03,760 INFO adamw_cbp_m200 seed=2 task 20/200 online_acc=0.7962 elapsed=161.3s
2026-08-02 04:38:45,263 INFO adamw_cbp_m200 seed=2 task 40/200 online_acc=0.8016 elapsed=322.8s
2026-08-02 04:41:24,184 INFO adamw_cbp_m200 seed=2 task 60/200 online_acc=0.7968 elapsed=481.8s
2026-08-02 04:44:06,102 INFO adamw_cbp_m200 seed=2 task 80/200 online_acc=0.7982 elapsed=643.7s
2026-08-02 04:46:45,822 INFO adamw_cbp_m200 seed=2 task 100/200 online_acc=0.8002 elapsed=803.4s
2026-08-02 04:49:26,809 INFO adamw_cbp_m200 seed=2 task 120/200 online_acc=0.7940 elapsed=964.4s
2026-08-02 04:52:06,375 INFO adamw_cbp_m200 seed=2 task 140/200 online_acc=0.8010 elapsed=1123.9s
2026-08-02 04:54:46,205 INFO adamw_cbp_m200 seed=2 task 160/200 online_acc=0.7918 elapsed=1283.8s
2026-08-02 04:57:22,459 INFO adamw_cbp_m200 seed=2 task 180/200 online_acc=0.7870 elapsed=1440.0s
2026-08-02 05:00:01,971 INFO adamw_cbp_m200 seed=2 task 200/200 online_acc=0.7950 elapsed=1599.5s
2026-08-02 05:00:02,010 INFO adamw_cbp_m200 seed=2 done: avg online acc 0.7986 (wall 1599.5s) -> outputs/ipmnist_screening/confirm_full/adamw_cbp_m200_seed2.json
