WARNING:jax._src.xla_bridge:An NVIDIA GPU may be present on this machine, but a CUDA-enabled jaxlib is not installed. Falling back to cpu.
2026-08-01 18:31:31,179 INFO loading MNIST from data_home=/home/shaw/milady/alberta/outputs/step2_published_mnist_openml_cache
2026-08-01 18:31:35,671 INFO running adamw_cbp seed=8 for 200 tasks x 5000 steps (noise_mode=step)
2026-08-01 18:37:24,617 INFO adamw_cbp seed=8 task 20/200 online_acc=0.7976 elapsed=339.8s
2026-08-01 18:43:03,413 INFO adamw_cbp seed=8 task 40/200 online_acc=0.8056 elapsed=678.6s
2026-08-01 18:48:16,297 INFO adamw_cbp seed=8 task 60/200 online_acc=0.8072 elapsed=991.5s
2026-08-01 18:53:29,367 INFO adamw_cbp seed=8 task 80/200 online_acc=0.7978 elapsed=1304.6s
2026-08-01 18:58:46,286 INFO adamw_cbp seed=8 task 100/200 online_acc=0.8046 elapsed=1621.5s
2026-08-01 19:03:59,964 INFO adamw_cbp seed=8 task 120/200 online_acc=0.7912 elapsed=1935.2s
2026-08-01 19:09:02,890 INFO adamw_cbp seed=8 task 140/200 online_acc=0.8010 elapsed=2238.1s
2026-08-01 19:13:58,303 INFO adamw_cbp seed=8 task 160/200 online_acc=0.8022 elapsed=2533.5s
2026-08-01 19:18:54,192 INFO adamw_cbp seed=8 task 180/200 online_acc=0.8042 elapsed=2829.4s
2026-08-01 19:23:55,785 INFO adamw_cbp seed=8 task 200/200 online_acc=0.8122 elapsed=3131.0s
2026-08-01 19:23:55,833 INFO adamw_cbp seed=8 done: avg online acc 0.7987 (wall 3131.0s) -> outputs/ipmnist_screening/confirm_full/adamw_cbp_seed8.json
