WARNING:jax._src.xla_bridge:An NVIDIA GPU may be present on this machine, but a CUDA-enabled jaxlib is not installed. Falling back to cpu.
2026-08-02 20:22:46,319 INFO loading MNIST from data_home=/home/shaw/milady/alberta/outputs/step2_published_mnist_openml_cache
2026-08-02 20:22:49,178 INFO running sigma0_shiftnorm_d099 seed=0 for 200 tasks x 5000 steps (noise_mode=step)
2026-08-02 20:23:37,178 INFO sigma0_shiftnorm_d099 seed=0 task 20/200 online_acc=0.8624 elapsed=46.2s
2026-08-02 20:24:19,058 INFO sigma0_shiftnorm_d099 seed=0 task 40/200 online_acc=0.8646 elapsed=88.1s
2026-08-02 20:24:51,040 INFO sigma0_shiftnorm_d099 seed=0 task 60/200 online_acc=0.8676 elapsed=120.0s
2026-08-02 20:25:21,103 INFO sigma0_shiftnorm_d099 seed=0 task 80/200 online_acc=0.8678 elapsed=150.1s
2026-08-02 20:25:49,278 INFO sigma0_shiftnorm_d099 seed=0 task 100/200 online_acc=0.8658 elapsed=178.3s
2026-08-02 20:26:19,457 INFO sigma0_shiftnorm_d099 seed=0 task 120/200 online_acc=0.8610 elapsed=208.5s
2026-08-02 20:26:54,687 INFO sigma0_shiftnorm_d099 seed=0 task 140/200 online_acc=0.8688 elapsed=243.7s
2026-08-02 20:27:30,813 INFO sigma0_shiftnorm_d099 seed=0 task 160/200 online_acc=0.8614 elapsed=279.8s
2026-08-02 20:28:08,584 INFO sigma0_shiftnorm_d099 seed=0 task 180/200 online_acc=0.8560 elapsed=317.6s
2026-08-02 20:28:38,795 INFO sigma0_shiftnorm_d099 seed=0 task 200/200 online_acc=0.8652 elapsed=347.8s
2026-08-02 20:28:38,851 INFO sigma0_shiftnorm_d099 seed=0 done: avg online acc 0.8642 (wall 347.8s) -> outputs/ipmnist_screening/confirm_full/sigma0_shiftnorm_d099_seed0.json
