WARNING:jax._src.xla_bridge:An NVIDIA GPU may be present on this machine, but a CUDA-enabled jaxlib is not installed. Falling back to cpu.
2026-08-01 15:30:46,942 INFO loading MNIST from data_home=/home/shaw/milady/alberta/outputs/step2_published_mnist_openml_cache
2026-08-01 15:30:58,002 INFO running adamw_cbp seed=2 for 200 tasks x 5000 steps (noise_mode=step)
2026-08-01 15:54:17,480 INFO adamw_cbp seed=2 task 20/200 online_acc=0.7976 elapsed=1381.7s
2026-08-01 16:13:47,509 INFO adamw_cbp seed=2 task 40/200 online_acc=0.8040 elapsed=2551.7s
2026-08-01 16:33:24,680 INFO adamw_cbp seed=2 task 60/200 online_acc=0.8006 elapsed=3728.9s
2026-08-01 16:45:32,229 INFO adamw_cbp seed=2 task 80/200 online_acc=0.8042 elapsed=4456.5s
2026-08-01 16:52:36,782 INFO adamw_cbp seed=2 task 100/200 online_acc=0.8032 elapsed=4881.0s
2026-08-01 17:00:08,489 INFO adamw_cbp seed=2 task 120/200 online_acc=0.7948 elapsed=5332.7s
2026-08-01 17:05:06,409 INFO adamw_cbp seed=2 task 140/200 online_acc=0.8000 elapsed=5630.6s
2026-08-01 17:08:57,132 INFO adamw_cbp seed=2 task 160/200 online_acc=0.7874 elapsed=5861.4s
2026-08-01 17:12:33,538 INFO adamw_cbp seed=2 task 180/200 online_acc=0.7958 elapsed=6077.8s
2026-08-01 17:17:56,995 INFO adamw_cbp seed=2 task 200/200 online_acc=0.7960 elapsed=6401.2s
2026-08-01 17:17:58,412 INFO adamw_cbp seed=2 done: avg online acc 0.7989 (wall 6401.2s) -> outputs/ipmnist_screening/confirm_full/adamw_cbp_seed2.json
