WARNING:jax._src.xla_bridge:An NVIDIA GPU may be present on this machine, but a CUDA-enabled jaxlib is not installed. Falling back to cpu.
2026-08-02 20:49:48,190 INFO loading MNIST from data_home=/home/shaw/milady/alberta/outputs/step2_published_mnist_openml_cache
2026-08-02 20:49:58,491 INFO running sgd_ema_norm_d099 seed=2 for 200 tasks x 5000 steps (noise_mode=step)
2026-08-02 20:50:48,033 INFO sgd_ema_norm_d099 seed=2 task 20/200 online_acc=0.8586 elapsed=42.5s
2026-08-02 20:51:23,579 INFO sgd_ema_norm_d099 seed=2 task 40/200 online_acc=0.8624 elapsed=78.1s
2026-08-02 20:51:56,237 INFO sgd_ema_norm_d099 seed=2 task 60/200 online_acc=0.8654 elapsed=110.7s
2026-08-02 20:52:29,108 INFO sgd_ema_norm_d099 seed=2 task 80/200 online_acc=0.8680 elapsed=143.6s
2026-08-02 20:53:01,858 INFO sgd_ema_norm_d099 seed=2 task 100/200 online_acc=0.8642 elapsed=176.4s
2026-08-02 20:53:35,151 INFO sgd_ema_norm_d099 seed=2 task 120/200 online_acc=0.8590 elapsed=209.6s
2026-08-02 20:54:07,551 INFO sgd_ema_norm_d099 seed=2 task 140/200 online_acc=0.8606 elapsed=242.0s
2026-08-02 20:54:40,420 INFO sgd_ema_norm_d099 seed=2 task 160/200 online_acc=0.8588 elapsed=274.9s
2026-08-02 20:55:12,910 INFO sgd_ema_norm_d099 seed=2 task 180/200 online_acc=0.8576 elapsed=307.4s
2026-08-02 20:55:46,832 INFO sgd_ema_norm_d099 seed=2 task 200/200 online_acc=0.8552 elapsed=341.3s
2026-08-02 20:55:47,206 INFO sgd_ema_norm_d099 seed=2 done: avg online acc 0.8614 (wall 341.3s) -> outputs/ipmnist_screening/confirm_full/sgd_ema_norm_d099_seed2.json
