WARNING:jax._src.xla_bridge:An NVIDIA GPU may be present on this machine, but a CUDA-enabled jaxlib is not installed. Falling back to cpu.
2026-08-02 20:49:48,365 INFO loading MNIST from data_home=/home/shaw/milady/alberta/outputs/step2_published_mnist_openml_cache
2026-08-02 20:49:59,112 INFO running l2init_ema_norm seed=0 for 200 tasks x 5000 steps (noise_mode=step)
2026-08-02 20:50:56,277 INFO l2init_ema_norm seed=0 task 20/200 online_acc=0.8630 elapsed=48.9s
2026-08-02 20:51:37,870 INFO l2init_ema_norm seed=0 task 40/200 online_acc=0.8632 elapsed=90.5s
2026-08-02 20:52:18,001 INFO l2init_ema_norm seed=0 task 60/200 online_acc=0.8640 elapsed=130.6s
2026-08-02 20:52:57,729 INFO l2init_ema_norm seed=0 task 80/200 online_acc=0.8642 elapsed=170.4s
2026-08-02 20:53:37,826 INFO l2init_ema_norm seed=0 task 100/200 online_acc=0.8702 elapsed=210.5s
2026-08-02 20:54:16,884 INFO l2init_ema_norm seed=0 task 120/200 online_acc=0.8606 elapsed=249.5s
2026-08-02 20:54:56,267 INFO l2init_ema_norm seed=0 task 140/200 online_acc=0.8736 elapsed=288.9s
2026-08-02 20:55:36,818 INFO l2init_ema_norm seed=0 task 160/200 online_acc=0.8660 elapsed=329.5s
2026-08-02 20:56:14,690 INFO l2init_ema_norm seed=0 task 180/200 online_acc=0.8600 elapsed=367.3s
2026-08-02 20:56:50,650 INFO l2init_ema_norm seed=0 task 200/200 online_acc=0.8644 elapsed=403.3s
2026-08-02 20:56:50,803 INFO l2init_ema_norm seed=0 done: avg online acc 0.8645 (wall 403.3s) -> outputs/ipmnist_screening/confirm_full/l2init_ema_norm_seed0.json
