WARNING:jax._src.xla_bridge:An NVIDIA GPU may be present on this machine, but a CUDA-enabled jaxlib is not installed. Falling back to cpu.
2026-08-01 22:23:36,485 INFO loading MNIST from data_home=/home/shaw/milady/alberta/outputs/step2_published_mnist_openml_cache
2026-08-01 22:23:43,581 INFO running upgd_ema_norm seed=4 for 200 tasks x 5000 steps (noise_mode=step)
2026-08-01 22:36:08,337 INFO upgd_ema_norm seed=4 task 20/200 online_acc=0.8546 elapsed=739.4s
2026-08-01 22:48:07,899 INFO upgd_ema_norm seed=4 task 40/200 online_acc=0.8546 elapsed=1459.0s
2026-08-01 23:02:39,498 INFO upgd_ema_norm seed=4 task 60/200 online_acc=0.8590 elapsed=2330.6s
2026-08-01 23:17:37,647 INFO upgd_ema_norm seed=4 task 80/200 online_acc=0.8522 elapsed=3228.8s
2026-08-01 23:35:07,918 INFO upgd_ema_norm seed=4 task 100/200 online_acc=0.8512 elapsed=4279.0s
2026-08-01 23:48:48,176 INFO upgd_ema_norm seed=4 task 120/200 online_acc=0.8514 elapsed=5099.3s
2026-08-02 00:05:31,642 INFO upgd_ema_norm seed=4 task 140/200 online_acc=0.8548 elapsed=6102.7s
2026-08-02 00:21:33,847 INFO upgd_ema_norm seed=4 task 160/200 online_acc=0.8568 elapsed=7065.0s
2026-08-02 00:37:28,616 INFO upgd_ema_norm seed=4 task 180/200 online_acc=0.8564 elapsed=8019.7s
2026-08-02 00:53:15,797 INFO upgd_ema_norm seed=4 task 200/200 online_acc=0.8640 elapsed=8966.9s
2026-08-02 00:53:17,228 INFO upgd_ema_norm seed=4 done: avg online acc 0.8537 (wall 8966.9s) -> outputs/ipmnist_screening/confirm_full/upgd_ema_norm_seed4.json
