WARNING:jax._src.xla_bridge:An NVIDIA GPU may be present on this machine, but a CUDA-enabled jaxlib is not installed. Falling back to cpu.
2026-08-02 02:19:56,209 INFO loading MNIST from data_home=/home/shaw/milady/alberta/outputs/step2_published_mnist_openml_cache
2026-08-02 02:20:02,853 INFO running upgd_ema_norm_sigma0 seed=1 for 200 tasks x 5000 steps (noise_mode=step)
2026-08-02 02:31:04,990 INFO upgd_ema_norm_sigma0 seed=1 task 20/200 online_acc=0.8596 elapsed=655.7s
2026-08-02 02:42:01,236 INFO upgd_ema_norm_sigma0 seed=1 task 40/200 online_acc=0.8412 elapsed=1312.0s
2026-08-02 02:52:14,695 INFO upgd_ema_norm_sigma0 seed=1 task 60/200 online_acc=0.8420 elapsed=1925.4s
2026-08-02 03:02:18,487 INFO upgd_ema_norm_sigma0 seed=1 task 80/200 online_acc=0.8482 elapsed=2529.2s
2026-08-02 03:11:56,913 INFO upgd_ema_norm_sigma0 seed=1 task 100/200 online_acc=0.8500 elapsed=3107.6s
2026-08-02 03:18:47,821 INFO upgd_ema_norm_sigma0 seed=1 task 120/200 online_acc=0.8468 elapsed=3518.5s
2026-08-02 03:25:26,484 INFO upgd_ema_norm_sigma0 seed=1 task 140/200 online_acc=0.8554 elapsed=3917.2s
2026-08-02 03:32:19,720 INFO upgd_ema_norm_sigma0 seed=1 task 160/200 online_acc=0.8490 elapsed=4330.4s
2026-08-02 03:39:17,432 INFO upgd_ema_norm_sigma0 seed=1 task 180/200 online_acc=0.8382 elapsed=4748.2s
2026-08-02 03:46:25,750 INFO upgd_ema_norm_sigma0 seed=1 task 200/200 online_acc=0.8482 elapsed=5176.5s
2026-08-02 03:46:26,554 INFO upgd_ema_norm_sigma0 seed=1 done: avg online acc 0.8500 (wall 5176.5s) -> outputs/ipmnist_screening/confirm_full/upgd_ema_norm_sigma0_seed1.json
