WARNING:jax._src.xla_bridge:An NVIDIA GPU may be present on this machine, but a CUDA-enabled jaxlib is not installed. Falling back to cpu.
2026-08-02 04:33:05,218 INFO loading MNIST from data_home=/home/shaw/milady/alberta/outputs/step2_published_mnist_openml_cache
2026-08-02 04:33:09,120 INFO running adamw_cbp_m200 seed=1 for 200 tasks x 5000 steps (noise_mode=step)
2026-08-02 04:35:56,418 INFO adamw_cbp_m200 seed=1 task 20/200 online_acc=0.8054 elapsed=160.2s
2026-08-02 04:38:38,317 INFO adamw_cbp_m200 seed=1 task 40/200 online_acc=0.7892 elapsed=322.1s
2026-08-02 04:41:17,714 INFO adamw_cbp_m200 seed=1 task 60/200 online_acc=0.8012 elapsed=481.5s
2026-08-02 04:43:59,294 INFO adamw_cbp_m200 seed=1 task 80/200 online_acc=0.8014 elapsed=643.1s
2026-08-02 04:46:39,591 INFO adamw_cbp_m200 seed=1 task 100/200 online_acc=0.7992 elapsed=803.4s
2026-08-02 04:49:21,526 INFO adamw_cbp_m200 seed=1 task 120/200 online_acc=0.7970 elapsed=965.4s
2026-08-02 04:52:01,531 INFO adamw_cbp_m200 seed=1 task 140/200 online_acc=0.7952 elapsed=1125.4s
2026-08-02 04:54:41,039 INFO adamw_cbp_m200 seed=1 task 160/200 online_acc=0.7916 elapsed=1284.9s
2026-08-02 04:57:18,567 INFO adamw_cbp_m200 seed=1 task 180/200 online_acc=0.8010 elapsed=1442.4s
2026-08-02 04:59:58,806 INFO adamw_cbp_m200 seed=1 task 200/200 online_acc=0.7882 elapsed=1602.6s
2026-08-02 04:59:58,849 INFO adamw_cbp_m200 seed=1 done: avg online acc 0.7989 (wall 1602.6s) -> outputs/ipmnist_screening/confirm_full/adamw_cbp_m200_seed1.json
