WARNING:jax._src.xla_bridge:An NVIDIA GPU may be present on this machine, but a CUDA-enabled jaxlib is not installed. Falling back to cpu.
2026-08-02 20:49:48,449 INFO loading MNIST from data_home=/home/shaw/milady/alberta/outputs/step2_published_mnist_openml_cache
2026-08-02 20:49:58,265 INFO running l2init_ema_norm seed=1 for 200 tasks x 5000 steps (noise_mode=step)
2026-08-02 20:50:57,178 INFO l2init_ema_norm seed=1 task 20/200 online_acc=0.8658 elapsed=51.4s
2026-08-02 20:51:37,978 INFO l2init_ema_norm seed=1 task 40/200 online_acc=0.8544 elapsed=92.2s
2026-08-02 20:52:18,227 INFO l2init_ema_norm seed=1 task 60/200 online_acc=0.8606 elapsed=132.5s
2026-08-02 20:52:58,551 INFO l2init_ema_norm seed=1 task 80/200 online_acc=0.8674 elapsed=172.8s
2026-08-02 20:53:38,959 INFO l2init_ema_norm seed=1 task 100/200 online_acc=0.8682 elapsed=213.2s
2026-08-02 20:54:19,169 INFO l2init_ema_norm seed=1 task 120/200 online_acc=0.8600 elapsed=253.4s
2026-08-02 20:54:59,755 INFO l2init_ema_norm seed=1 task 140/200 online_acc=0.8672 elapsed=294.0s
2026-08-02 20:55:40,844 INFO l2init_ema_norm seed=1 task 160/200 online_acc=0.8648 elapsed=335.1s
2026-08-02 20:56:18,151 INFO l2init_ema_norm seed=1 task 180/200 online_acc=0.8638 elapsed=372.4s
2026-08-02 20:56:53,694 INFO l2init_ema_norm seed=1 task 200/200 online_acc=0.8598 elapsed=408.0s
2026-08-02 20:56:53,845 INFO l2init_ema_norm seed=1 done: avg online acc 0.8643 (wall 408.0s) -> outputs/ipmnist_screening/confirm_full/l2init_ema_norm_seed1.json
