WARNING:jax._src.xla_bridge:An NVIDIA GPU may be present on this machine, but a CUDA-enabled jaxlib is not installed. Falling back to cpu.
2026-08-02 04:05:50,561 INFO loading MNIST from data_home=/home/shaw/milady/alberta/outputs/step2_published_mnist_openml_cache
2026-08-02 04:05:54,135 INFO running adamw_cbp_m50 seed=2 for 200 tasks x 5000 steps (noise_mode=step)
2026-08-02 04:08:48,665 INFO adamw_cbp_m50 seed=2 task 20/200 online_acc=0.7948 elapsed=167.4s
2026-08-02 04:11:30,395 INFO adamw_cbp_m50 seed=2 task 40/200 online_acc=0.7988 elapsed=329.1s
2026-08-02 04:14:13,652 INFO adamw_cbp_m50 seed=2 task 60/200 online_acc=0.7944 elapsed=492.4s
2026-08-02 04:16:55,761 INFO adamw_cbp_m50 seed=2 task 80/200 online_acc=0.8036 elapsed=654.5s
2026-08-02 04:19:39,887 INFO adamw_cbp_m50 seed=2 task 100/200 online_acc=0.8044 elapsed=818.6s
2026-08-02 04:22:21,589 INFO adamw_cbp_m50 seed=2 task 120/200 online_acc=0.7890 elapsed=980.3s
2026-08-02 04:25:06,429 INFO adamw_cbp_m50 seed=2 task 140/200 online_acc=0.7970 elapsed=1145.2s
2026-08-02 04:27:48,375 INFO adamw_cbp_m50 seed=2 task 160/200 online_acc=0.7942 elapsed=1307.1s
2026-08-02 04:30:27,254 INFO adamw_cbp_m50 seed=2 task 180/200 online_acc=0.7972 elapsed=1466.0s
2026-08-02 04:33:09,755 INFO adamw_cbp_m50 seed=2 task 200/200 online_acc=0.7974 elapsed=1628.5s
2026-08-02 04:33:09,789 INFO adamw_cbp_m50 seed=2 done: avg online acc 0.7990 (wall 1628.5s) -> outputs/ipmnist_screening/confirm_full/adamw_cbp_m50_seed2.json
