WARNING:jax._src.xla_bridge:An NVIDIA GPU may be present on this machine, but a CUDA-enabled jaxlib is not installed. Falling back to cpu.
2026-08-02 09:43:32,297 INFO loading MNIST from data_home=/home/shaw/milady/alberta/outputs/step2_published_mnist_openml_cache
2026-08-02 09:43:36,322 INFO running sigma0_ndecay099 seed=0 for 200 tasks x 5000 steps (noise_mode=step)
2026-08-02 09:44:45,233 INFO sigma0_ndecay099 seed=0 task 20/200 online_acc=0.8602 elapsed=65.7s
2026-08-02 09:45:41,499 INFO sigma0_ndecay099 seed=0 task 40/200 online_acc=0.8598 elapsed=122.0s
2026-08-02 09:46:38,657 INFO sigma0_ndecay099 seed=0 task 60/200 online_acc=0.8654 elapsed=179.1s
2026-08-02 09:47:37,235 INFO sigma0_ndecay099 seed=0 task 80/200 online_acc=0.8664 elapsed=237.7s
2026-08-02 09:48:32,157 INFO sigma0_ndecay099 seed=0 task 100/200 online_acc=0.8666 elapsed=292.6s
2026-08-02 09:49:28,364 INFO sigma0_ndecay099 seed=0 task 120/200 online_acc=0.8574 elapsed=348.8s
2026-08-02 09:50:23,682 INFO sigma0_ndecay099 seed=0 task 140/200 online_acc=0.8662 elapsed=404.2s
2026-08-02 09:51:18,688 INFO sigma0_ndecay099 seed=0 task 160/200 online_acc=0.8598 elapsed=459.2s
2026-08-02 09:52:13,444 INFO sigma0_ndecay099 seed=0 task 180/200 online_acc=0.8562 elapsed=513.9s
2026-08-02 09:52:54,772 INFO sigma0_ndecay099 seed=0 task 200/200 online_acc=0.8622 elapsed=555.2s
2026-08-02 09:52:54,811 INFO sigma0_ndecay099 seed=0 done: avg online acc 0.8623 (wall 555.2s) -> outputs/ipmnist_screening/confirm_full/sigma0_ndecay099_seed0.json
