WARNING:jax._src.xla_bridge:An NVIDIA GPU may be present on this machine, but a CUDA-enabled jaxlib is not installed. Falling back to cpu.
2026-08-02 02:58:02,425 INFO loading MNIST from data_home=/home/shaw/milady/alberta/outputs/step2_published_mnist_openml_cache
2026-08-02 02:58:08,440 INFO running adamw_cbp_ema_norm seed=1 for 200 tasks x 5000 steps (noise_mode=step)
2026-08-02 03:08:17,492 INFO adamw_cbp_ema_norm seed=1 task 20/200 online_acc=0.8084 elapsed=596.1s
2026-08-02 03:16:09,583 INFO adamw_cbp_ema_norm seed=1 task 40/200 online_acc=0.7808 elapsed=1068.2s
2026-08-02 03:23:17,892 INFO adamw_cbp_ema_norm seed=1 task 60/200 online_acc=0.7824 elapsed=1496.5s
2026-08-02 03:30:25,830 INFO adamw_cbp_ema_norm seed=1 task 80/200 online_acc=0.7776 elapsed=1924.4s
2026-08-02 03:37:31,805 INFO adamw_cbp_ema_norm seed=1 task 100/200 online_acc=0.7522 elapsed=2350.4s
2026-08-02 03:45:09,216 INFO adamw_cbp_ema_norm seed=1 task 120/200 online_acc=0.7564 elapsed=2807.8s
2026-08-02 03:49:45,007 INFO adamw_cbp_ema_norm seed=1 task 140/200 online_acc=0.7572 elapsed=3083.6s
2026-08-02 03:53:43,203 INFO adamw_cbp_ema_norm seed=1 task 160/200 online_acc=0.7446 elapsed=3321.8s
2026-08-02 03:57:35,182 INFO adamw_cbp_ema_norm seed=1 task 180/200 online_acc=0.7356 elapsed=3553.8s
2026-08-02 04:01:13,251 INFO adamw_cbp_ema_norm seed=1 task 200/200 online_acc=0.7170 elapsed=3771.8s
2026-08-02 04:01:14,585 INFO adamw_cbp_ema_norm seed=1 done: avg online acc 0.7650 (wall 3771.8s) -> outputs/ipmnist_screening/confirm_full/adamw_cbp_ema_norm_seed1.json
