WARNING:jax._src.xla_bridge:An NVIDIA GPU may be present on this machine, but a CUDA-enabled jaxlib is not installed. Falling back to cpu.
2026-08-02 02:19:57,043 INFO loading MNIST from data_home=/home/shaw/milady/alberta/outputs/step2_published_mnist_openml_cache
2026-08-02 02:20:04,686 INFO running upgd_ema_norm_sigma0 seed=0 for 200 tasks x 5000 steps (noise_mode=step)
2026-08-02 02:31:04,575 INFO upgd_ema_norm_sigma0 seed=0 task 20/200 online_acc=0.8536 elapsed=654.1s
2026-08-02 02:41:58,837 INFO upgd_ema_norm_sigma0 seed=0 task 40/200 online_acc=0.8500 elapsed=1308.4s
2026-08-02 02:52:08,241 INFO upgd_ema_norm_sigma0 seed=0 task 60/200 online_acc=0.8602 elapsed=1917.8s
2026-08-02 03:02:04,681 INFO upgd_ema_norm_sigma0 seed=0 task 80/200 online_acc=0.8536 elapsed=2514.2s
2026-08-02 03:11:41,470 INFO upgd_ema_norm_sigma0 seed=0 task 100/200 online_acc=0.8594 elapsed=3091.0s
2026-08-02 03:18:33,354 INFO upgd_ema_norm_sigma0 seed=0 task 120/200 online_acc=0.8442 elapsed=3502.9s
2026-08-02 03:25:11,850 INFO upgd_ema_norm_sigma0 seed=0 task 140/200 online_acc=0.8526 elapsed=3901.4s
2026-08-02 03:32:02,707 INFO upgd_ema_norm_sigma0 seed=0 task 160/200 online_acc=0.8422 elapsed=4312.3s
2026-08-02 03:38:54,344 INFO upgd_ema_norm_sigma0 seed=0 task 180/200 online_acc=0.8460 elapsed=4723.9s
2026-08-02 03:46:06,911 INFO upgd_ema_norm_sigma0 seed=0 task 200/200 online_acc=0.8518 elapsed=5156.5s
2026-08-02 03:46:07,784 INFO upgd_ema_norm_sigma0 seed=0 done: avg online acc 0.8508 (wall 5156.5s) -> outputs/ipmnist_screening/confirm_full/upgd_ema_norm_sigma0_seed0.json
