WARNING:jax._src.xla_bridge:An NVIDIA GPU may be present on this machine, but a CUDA-enabled jaxlib is not installed. Falling back to cpu.
2026-08-01 22:21:05,484 INFO loading MNIST from data_home=/home/shaw/milady/alberta/outputs/step2_published_mnist_openml_cache
2026-08-01 22:21:12,006 INFO running upgd_idbd seed=2 for 200 tasks x 5000 steps (noise_mode=step)
2026-08-01 22:39:28,645 INFO upgd_idbd seed=2 task 20/200 online_acc=0.7812 elapsed=1085.0s
2026-08-01 23:00:16,683 INFO upgd_idbd seed=2 task 40/200 online_acc=0.7802 elapsed=2333.0s
2026-08-01 23:24:32,755 INFO upgd_idbd seed=2 task 60/200 online_acc=0.7832 elapsed=3789.1s
2026-08-01 23:48:32,512 INFO upgd_idbd seed=2 task 80/200 online_acc=0.7782 elapsed=5228.8s
2026-08-02 00:14:03,128 INFO upgd_idbd seed=2 task 100/200 online_acc=0.7846 elapsed=6759.5s
2026-08-02 00:38:34,289 INFO upgd_idbd seed=2 task 120/200 online_acc=0.7736 elapsed=8230.6s
2026-08-02 01:03:16,096 INFO upgd_idbd seed=2 task 140/200 online_acc=0.7804 elapsed=9712.4s
2026-08-02 01:29:38,394 INFO upgd_idbd seed=2 task 160/200 online_acc=0.7746 elapsed=11294.7s
2026-08-02 01:55:52,312 INFO upgd_idbd seed=2 task 180/200 online_acc=0.7764 elapsed=12868.6s
2026-08-02 02:20:23,676 INFO upgd_idbd seed=2 task 200/200 online_acc=0.7716 elapsed=14340.0s
2026-08-02 02:20:25,231 INFO upgd_idbd seed=2 done: avg online acc 0.7793 (wall 14340.0s) -> outputs/ipmnist_screening/confirm_full/upgd_idbd_seed2.json
