WARNING:jax._src.xla_bridge:An NVIDIA GPU may be present on this machine, but a CUDA-enabled jaxlib is not installed. Falling back to cpu.
2026-07-31 11:53:57,101 INFO shard learner=upgd_w seed=102 tasks=400 task_length=2500
2026-07-31 12:04:28,056 INFO upgd_w task 20/400 online_acc=0.4928 elapsed=628.0s
2026-07-31 12:11:44,711 INFO upgd_w task 40/400 online_acc=0.5620 elapsed=1064.6s
2026-07-31 12:18:55,729 INFO upgd_w task 60/400 online_acc=0.6104 elapsed=1495.6s
2026-07-31 12:25:47,186 INFO upgd_w task 80/400 online_acc=0.6484 elapsed=1907.1s
2026-07-31 12:32:35,558 INFO upgd_w task 100/400 online_acc=0.6244 elapsed=2315.5s
2026-07-31 12:38:55,752 INFO upgd_w task 120/400 online_acc=0.6956 elapsed=2695.7s
2026-07-31 12:48:08,797 INFO upgd_w task 140/400 online_acc=0.6680 elapsed=3248.7s
2026-07-31 13:00:46,078 INFO upgd_w task 160/400 online_acc=0.6920 elapsed=4006.0s
2026-07-31 13:11:02,179 INFO upgd_w task 180/400 online_acc=0.7104 elapsed=4622.1s
2026-07-31 13:22:38,444 INFO upgd_w task 200/400 online_acc=0.7152 elapsed=5318.4s
2026-07-31 13:44:43,670 INFO upgd_w task 220/400 online_acc=0.7044 elapsed=6643.6s
2026-07-31 14:07:10,670 INFO upgd_w task 240/400 online_acc=0.7204 elapsed=7990.6s
2026-07-31 14:28:36,407 INFO upgd_w task 260/400 online_acc=0.7180 elapsed=9276.3s
2026-07-31 14:50:12,544 INFO upgd_w task 280/400 online_acc=0.7228 elapsed=10572.5s
2026-07-31 15:11:13,310 INFO upgd_w task 300/400 online_acc=0.7344 elapsed=11833.2s
2026-07-31 15:32:25,004 INFO upgd_w task 320/400 online_acc=0.7220 elapsed=13104.9s
2026-07-31 15:52:59,531 INFO upgd_w task 340/400 online_acc=0.7280 elapsed=14339.4s
2026-07-31 16:13:33,835 INFO upgd_w task 360/400 online_acc=0.7396 elapsed=15573.8s
2026-07-31 16:33:42,368 INFO upgd_w task 380/400 online_acc=0.7156 elapsed=16782.3s
2026-07-31 16:54:12,360 INFO upgd_w task 400/400 online_acc=0.7344 elapsed=18012.3s
2026-07-31 16:54:14,733 INFO wrote shard outputs/upgd_label_emnist/partials/upgd_w_seed102.json (avg online acc 0.6746, wall 18012.5s)
